Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
0.05188217436393072,0.05176180104278393,0.05203206574207105,0.05508642467372118,0.7892375341774931
0.0438721233407153,0.04490914918549402,0.04388177816961821,0.04385924387602057,0.8234777054281519
0.04488077553079789,0.819521384594749,0.04570291630811698,0.0450481792299213,0.04484674433641464
0.055420739292821715,0.060564736895396896,0.7735224946930643,0.05508757435062582,0.05540445476809129
0.04881515706086349,0.8025479002297302,0.04922499496539498,0.05058804731548748,0.048823900428523914
0.04626298890251901,0.044382206441688575,0.04454399730801896,0.8204119586159069,0.04439884873186649
0.776486270353363,0.05544434264227246,0.05539408455710056,0.057214157403925485,0.0554611450433383
0.04640922558624744,0.8153875202328176,0.046075513015320035,0.04605709761278931,0.04607064355282577
0.06698353860806797,0.06687460317485827,0.06699369343384529,0.731958822646556,0.06718934213667259
0.047342769336126085,0.8041585637164336,0.04937982494714833,0.051789421744667226,0.04732942025562477
0.04678973711100414,0.046905365738626636,0.046929150398629806,0.04666639410624731,0.812709352645492
0.04400134138998067,0.04405276903440711,0.045093170095462154,0.8206614883874243,0.046191231092725715
0.06331741229859092,0.7517361580264864,0.06171577044380478,0.061607112157691005,0.0616235470734268
0.04754873590578615,0.048280050166821194,0.8090220022166108,0.047364438180705945,0.047784773530075764
0.049871753530289005,0.248134984651639,0.6039909247779639,0.04880586125271973,0.04919647578738849
0.0461234494908342,0.04655632843844722,0.04712122698953494,0.8138449243915444,0.04635407068963911
0.05467749034838054,0.15982255495938605,0.05361661122556789,0.05356769160879593,0.6783156518578696
0.04663711898704565,0.04855234570185633,0.04664475431243562,0.8115349487389574,0.046630832259704956
0.5526071599235409,0.2943636073930051,0.051187312751415914,0.05088974829267491,0.05095217163936327
0.04692593450848293,0.04724375157760984,0.047245292484749034,0.8116223720214706,0.04696264940768764
0.054484645156257755,0.7798484561975733,0.05578162073862767,0.05442083487591765,0.05546444303162368
0.8066663273858272,0.04846186990973616,0.04909054244815715,0.04777320885333707,0.048008051402942446
0.053635738211866374,0.7831378572051978,0.055743863643044164,0.053776919394688386,0.05370562154520325
0.18115778389056286,0.048807038579321484,0.20715963280836994,0.5130519307850852,0.04982361393666049
0.662024632410678,0.0883938999538259,0.08319443999486124,0.08319150516751289,0.08319552247312201
0.04637841386631218,0.8151192734180536,0.04612428425006445,0.04619355672816115,0.046184471737408604
0.053015063725229024,0.05314965102212578,0.7870679440464137,0.05367030831632616,0.05309703288990529
0.06233241395855092,0.32565082467761974,0.06227884484730059,0.48418799144585595,0.06554992507067281
0.06785944985874384,0.06752836426903865,0.06850493969707262,0.7238472643403374,0.07225998183480736
0.06807528060586907,0.22995617327798856,0.06880671449490505,0.06800070091006752,0.5651611307111699
0.04776681851370783,0.8080680291336044,0.048915037505742276,0.04777677149291277,0.04747334335403264
0.04284053319238552,0.04285630913712999,0.04310976979364808,0.043092136163441715,0.8281012517133948
0.05157712074086144,0.3822306583894553,0.048408768263485946,0.048323140502613326,0.46946031210358385
0.06739748940755906,0.7270407434142067,0.06732295731577305,0.07074950927484955,0.06748930058761171
0.07327009535728582,0.706956925270878,0.07325842286210119,0.07325408455866836,0.07326047195106673
0.0473501569384627,0.046675922621961234,0.8109190363803847,0.04841627322870575,0.04663861083048581
0.05527370426226596,0.055018890393808605,0.5814038378101972,0.05463175768704222,0.253671809846686
0.0478623192333519,0.8098058909273624,0.04736388577397523,0.04759220612318907,0.04737569794212114
0.05264828826788589,0.052696360397320424,0.052689186697953264,0.054737198279888204,0.7872289663569523
0.04559716051711201,0.04756204085003557,0.8180735643227328,0.044210387925586285,0.04455684638453338
0.049719043809781975,0.8006718604876143,0.049825598241455084,0.049902001253635975,0.04988149620751274
0.04583603522927784,0.8167612119551538,0.04574589894203435,0.04583495414507145,0.04582189972846263
0.05056162570007598,0.5567906399543954,0.05039674315469316,0.050322575146999476,0.29192841604383596
0.8264041768255846,0.04318979442164968,0.04337565956892948,0.043300884292176024,0.04372948489166026
0.05328009951348204,0.05341747967153863,0.053215120441970666,0.053503881474531806,0.7865834188984769
0.05584944205273447,0.059486371902993794,0.7725598287116576,0.05588774575952154,0.056216611573092545
0.05266512834840974,0.052798553565498736,0.7904958649112431,0.05258634962687998,0.0514541035479684
0.8090373084700849,0.04854383236540837,0.04682769790157321,0.04737187596823016,0.048219285294703394
0.04486916710724641,0.04438853944162515,0.04463435317404582,0.04497800874273247,0.8211299315343501
0.04777784522638841,0.0482934155157736,0.04806588576412717,0.046761166975702935,0.809101686518008
0.08320803602484418,0.08348647387276945,0.664291684376765,0.08581102234216877,0.08320278338345251
0.0440181606162969,0.044347692257328784,0.0439114733254049,0.04421330820819397,0.8235093655927754
0.05114049560613152,0.051124618084406145,0.794508106913965,0.052138248244055406,0.051088531151441914
0.04696738810275311,0.047283020866405984,0.04783028999886975,0.8111144280640347,0.04680487296793645
0.06967531218171813,0.06980349555252473,0.7164456057420375,0.07039556690981835,0.07368001961390129
0.04594177799773166,0.04573810237386762,0.045835000962247824,0.8166651166408623,0.045820002025290754
0.7287374595365123,0.06731110839939053,0.06740531408580779,0.06815007311378432,0.06839604486450518
0.04735094157067799,0.8135708732628071,0.04713298429886885,0.04605247672975623,0.045892724137890036
0.05075481567971383,0.051509554314595404,0.7919422184539628,0.0541648432036213,0.051628568348106696
0.04498529262562725,0.04612805912554947,0.04617702932027141,0.8178117234301403,0.044897895498411604
0.049747258581046595,0.05004639293168008,0.050084994639264004,0.7996504358849339,0.05047091796307545
0.052404664406261015,0.052633947069767366,0.7896673633671367,0.052671801235250594,0.052622223921584395
0.06072988535531581,0.06222426865177169,0.7511897036026086,0.06409270255691718,0.06176343983338677
0.049720112745895495,0.09827536691042356,0.7549260138165799,0.048479419524505254,0.04859908700259588
0.04566578817206861,0.04568044541453858,0.38740289723283194,0.045774982877620045,0.47547588630294085
0.04837084382219369,0.8057058759103555,0.048394484070636276,0.04842492634611585,0.04910386985069876
0.04764240333581316,0.05324968446794155,0.04771704668971118,0.04764113098790154,0.8037497345186326
0.04859554004445051,0.049469575846791035,0.5610228582998745,0.04853754330573377,0.29237448250315
0.05843484939194067,0.058157786428802906,0.060360032229768254,0.05841237188333015,0.764634960066158
0.05186006528290024,0.15864810492191073,0.6855072557693648,0.051855361421108026,0.05212921260471626
0.08286838557483314,0.6685472732243073,0.08286217655477819,0.08285925817840176,0.0828629064676796
0.055775597624807015,0.054119848890238534,0.779789962125716,0.05521142170040945,0.05510316965882885
0.04515809781327009,0.8175830284324396,0.045294203685005405,0.04666692117209306,0.04529774889719197
0.05659630192508775,0.7750879382796678,0.05612593263577192,0.05662924176764126,0.05556058539183125
0.04822745692146215,0.5590885485438696,0.04826004106532072,0.048334128213503205,0.2960898252558444
0.045402733711064715,0.8113984180711243,0.04660770580198694,0.04946630776041222,0.047124834655411875
0.053520542022166016,0.05295425077869469,0.779743538070507,0.060662879642793155,0.053118789485839014
0.07344711087961077,0.7053846212236062,0.07345676914161936,0.07387432621356528,0.0738371725415985
0.07331922545046839,0.7154331705217727,0.06944169167554116,0.06943801883722246,0.07236789351499538
0.04746201883984344,0.8113425271324257,0.04707250552861059,0.047035830239718114,0.047087118259402205
0.04620825178054441,0.04643392525651637,0.046042184048728625,0.8140205753340218,0.04729506358018875
0.0672076667995954,0.7302480381601709,0.06779999030174885,0.0672169970648623,0.06752730767362247
0.048144302895854724,0.04656746293728383,0.04733312308162284,0.8111939273980653,0.04676118368717338
0.04543704589507661,0.04456120610632668,0.04445479467655818,0.8207251148614584,0.044821838460580216
0.08454323569587596,0.08559673620759395,0.08393895865225752,0.6629359594005312,0.08298511004374126
0.04171610907971635,0.041686826922049905,0.041492638642903056,0.8333526599131839,0.041751765442146815
0.044310839732070485,0.41901064517048925,0.4465334630791554,0.04578629093670496,0.044358761081580066
0.04968948372484139,0.049776876774868126,0.04972715873167746,0.8011371818133313,0.04966929895528181
0.048889036102210785,0.04893714103598476,0.04913934316698769,0.0488933282555146,0.8041411514393021
0.049658441883587555,0.04976955454758905,0.04987801699779318,0.2814715926971769,0.5692223938738533
0.05078795539042209,0.6235803861132571,0.05230011750862479,0.22219311836069724,0.051138422626998775
0.060186727354587584,0.05986116358251787,0.6201340763440694,0.06006052892070774,0.19975750379811738
0.04719906159749361,0.7144639031597005,0.04708803708779175,0.047034265686903894,0.14421473246811023
0.04518538900902402,0.04537481035057167,0.8190297215858576,0.04520517498273455,0.045204904071812074
0.04684503959787961,0.8127955223676525,0.04663520676838662,0.046517171660033184,0.047207059606048034
0.06392903276972241,0.3920410345293389,0.41840818791111484,0.06265777356940244,0.06296397122042145
0.04767097654242958,0.07105204786589328,0.048051060690455304,0.051882283400266606,0.7813436315009552
0.04859540370384637,0.04942919697805134,0.1855170482835016,0.667980126520131,0.048478224514469585
0.767794933917787,0.05801256235957022,0.0580186999732686,0.058153372871595804,0.05802043087777845
0.0829998243867333,0.0829901469033115,0.08316619495264421,0.08299165293984673,0.6678521808174642
0.7003203444473214,0.07452337568961359,0.07568091587222689,0.07496544393461926,0.07450992005621884
0.0509241730351843,0.3127938162039488,0.5336917277214531,0.05136364887828882,0.05122663416112489
0.789348785963786,0.05256688633569528,0.052769254987170784,0.052749535324195206,0.05256553738915275
0.04709948280072419,0.04686946340316284,0.10991469981025895,0.7492526465833822,0.04686370740247183
0.05282018198025505,0.7897885238779745,0.05251075603369225,0.05246715544690362,0.05241338266117452
0.04850583587973493,0.8074637583064782,0.04898544946575773,0.047006241338232224,0.04803871500979674
0.05353944986329997,0.05131390407184244,0.10759245167339673,0.7357012465891992,0.05185294780226157
0.0547361974168261,0.053094840583775435,0.05335136082422086,0.7858858141938729,0.05293178698130476
0.06848048049465533,0.7257355053855037,0.06809404193147114,0.06879741613182223,0.06889255605654745
0.04732206864437965,0.5316139439739264,0.04714652153056152,0.23555225662105048,0.13836520923008197
0.045631546336620414,0.046462094511766305,0.8091965663027335,0.047888109367915085,0.050821683480964684
0.05834291141538451,0.054292181243171395,0.056538911379477384,0.05167810979109065,0.779147886170876
0.04850415298111508,0.8042973115526036,0.04868406649598799,0.04918012534556958,0.04933434362472362
0.04591798704887412,0.8161216331051474,0.04584653595233939,0.04579871462608688,0.046315129267552074
0.04714032745055211,0.8112543986924086,0.04714148075328558,0.0472449802998062,0.04721881280394762
0.04518151406882266,0.8159189631164284,0.04591264775999568,0.04751940396376293,0.04546747109099023
0.052522535517406155,0.05252277978045742,0.7896673161748149,0.05249873717172401,0.0527886313555975
0.05124230640137137,0.051096424293412726,0.7954860368940239,0.051077479394726566,0.051097753016465464
0.048876334462137155,0.8033512714394146,0.04904474191712282,0.04898943990456376,0.049738212276761735
0.793078330144694,0.05209817940205485,0.0518866072330672,0.051376491307961666,0.0515603919122224
0.04597834478599026,0.04646182994922558,0.04579648144051459,0.04574677717188053,0.8160165666523891
0.05298973402990569,0.053216685834928466,0.05298720835201438,0.05298624178291062,0.7878201300002409
0.06745358103999084,0.06683872303329418,0.06707050883030641,0.06752593146097567,0.7311112556354329
0.07436300892989209,0.07483308790316917,0.07438726094553014,0.07470175720971238,0.7017148850116962
0.0461658429629068,0.046294738594273015,0.814605788992618,0.04695010362435328,0.045983525825848845
0.05293335772132754,0.052613505003319135,0.7876281739320375,0.05382201621317093,0.05300294713014489
0.04637050865091627,0.8144576690385898,0.046460529885009795,0.046363580876194174,0.04634771154929011
0.1000353420022749,0.10002047298684501,0.10002618490310713,0.5998902040465616,0.10002779606121139
0.05423601701719383,0.05472900573548916,0.05380398738575067,0.053294363495052705,0.7839366263665136
0.05725369555446304,0.057922255248928044,0.05807134746243616,0.7660318423812618,0.060720859352910876
0.04670855592288452,0.04710865239366864,0.04830471998379903,0.04796255962300596,0.8099155120766418
0.052617885493841596,0.05247979241450239,0.052582525978184955,0.7894864617696961,0.05283333434377511
0.3311893103920107,0.5072703977866371,0.05447666108104078,0.053619750478684114,0.0534438802616274
0.10000582838567097,0.10000338067446723,0.10000432180776463,0.10000375922843077,0.5999827099036664
0.7943722285019373,0.052106746530383385,0.051399851718249435,0.051046098202039154,0.05107507504739064
0.04574403700746189,0.5423612919907761,0.04581085456715424,0.31960487225516726,0.046478944179440415
0.05230567658545643,0.048957199054178585,0.048926864690739376,0.8020667660591387,0.04774349361048698
0.07483443535502453,0.6986655976926599,0.07488620694863311,0.07471276592244579,0.07690099408123673
0.05146653798314191,0.04993211756845176,0.8000867233866146,0.049188933877283784,0.0493256871845078
0.04744084763382143,0.8069528175332867,0.0510277245226772,0.04778514279062437,0.04679346751959034
0.0462552148316124,0.566285567772658,0.0459211646868452,0.29388093580855207,0.04765711690033237
0.05108524009422952,0.05151179204221769,0.7952540132600538,0.051355860986143455,0.050793093617355525
0.8059979003351478,0.04799015398768875,0.04492345375002229,0.05699821571862515,0.04409027620851585
0.048093865614734166,0.1873466475424927,0.6695957990736102,0.0475091292382049,0.04745455853095813
0.05039649615271414,0.05359654529699904,0.7940715586993206,0.05031653373972773,0.05161886611123856
0.06286091369915663,0.06341709148857373,0.7488945065161171,0.06247904209410689,0.06234844620204564
0.04472433461122587,0.0453369808878799,0.04497125006857495,0.8201297190917571,0.044837715340562134
0.17096677225825732,0.050582714152938704,0.049932675664534944,0.6785490675851263,0.04996877033914266
0.6683947398373106,0.08284969567290636,0.0828516408206697,0.08305173447909538,0.08285218919001795
0.045417400454827256,0.04562405569957357,0.04565072646631278,0.04541915903808167,0.8178886583412047
0.8073318922942836,0.0481529994918538,0.047593289702286545,0.04985876381993513,0.04706305469164093
0.047244081821542425,0.04757255095780537,0.5196447680453812,0.3401425109255107,0.04539608824976015
0.45874425818375825,0.371832019021783,0.05795423273214162,0.05575916459604435,0.05571032546627283
0.04847096269927928,0.049012735080644826,0.8030101202448764,0.05096294558391487,0.04854323639128456
0.055463526964386015,0.05541376110908147,0.05584616610787057,0.05559839742402179,0.7776781483946401
0.045604858008224024,0.8157559816300722,0.04688550440408952,0.045950908295237604,0.04580274766237673
0.06749474603301596,0.06756631862475396,0.7300023548173334,0.06754466874580949,0.0673919117790871
0.8112151965540451,0.04672274884665083,0.04761617407240844,0.04745013913560884,0.04699574139128681
0.05080417806447616,0.5206895684588636,0.05129323573252764,0.050924222477219935,0.3262887952669126
0.04529153176149635,0.045321344684129655,0.04528846321928815,0.8188093195904724,0.04528934074461347
0.0468660822868425,0.21039145146368132,0.04718011340508417,0.6481968681420693,0.04736548470232259
0.7997823097009733,0.04976955183985357,0.050862589305645856,0.049771412014894524,0.04981413713863267
0.04452743558365562,0.8251011380334421,0.043575243780382494,0.0433806006566538,0.043415581945866075
0.045747118822789645,0.045805115095987184,0.04588704427316691,0.6153669411739622,0.24719378063409417
0.0830649639645732,0.08305492627682816,0.08322073856246517,0.08316412910801944,0.6674952420881142
0.04595937755721345,0.04646917321851806,0.047909602758409366,0.0477091245767453,0.8119527218891138
0.07331924932257665,0.7057668303340056,0.0733054048903318,0.07430067471876489,0.07330784073432113
0.04427429476591529,0.04488730882129516,0.3780648410776764,0.48850419967764713,0.04426935565746613
0.04470830972547755,0.04474222943547468,0.46650398401303195,0.39922508224663983,0.044820394579375984
0.04606616878173657,0.8133422333085497,0.04700558638912328,0.04718426944780712,0.04640174207278345
0.053275242531687576,0.05390685524868299,0.785318385726372,0.05444829359553178,0.0530512228977256
0.06197840780163766,0.06318015310037771,0.7472024541875626,0.06566305889962222,0.06197592601079986
0.04675979493261915,0.8108456280432323,0.04847407082493811,0.04718157909977805,0.04673892709943231
0.07452796779271241,0.7012582396661586,0.07386529018991442,0.07509931674020293,0.07524918561101167
0.044115030214561576,0.044620377137947836,0.045418677882485214,0.07644329186789639,0.7894026228971089
0.05269385025124142,0.7880656772606924,0.052613928712483174,0.05388016318662867,0.05274638058895421
0.04665584456699628,0.11814786875922868,0.7421964643998356,0.046559934689244735,0.046439887584694715
0.04751004563257953,0.04677451361970004,0.04714591009819408,0.811837360620832,0.04673217002869443
0.04959183734215713,0.049467456960193855,0.04954991205167241,0.801932508764501,0.04945828488147572
0.5884861151634718,0.27279872681617934,0.04721678059319869,0.04589560086670673,0.045602776560443536
0.8168699788478893,0.04517432148776304,0.045892555282639184,0.046105612856593335,0.04595753152511516
0.050713963205075464,0.537835953963812,0.050236367458350854,0.05018803710755954,0.3110256782652022
0.05865625737137913,0.05872040171052023,0.05873707046597358,0.7652450936228907,0.05864117682923648
0.12123950710383681,0.4410830012620369,0.3354424004732304,0.052716188665967015,0.04951890249492876
0.04947627284201674,0.37331316203812354,0.04958048012103777,0.049463140160200265,0.47816694483862177
0.04556772192807286,0.04585543726757092,0.8172940358788371,0.04567343057179085,0.045609374353728284
0.32295964691919987,0.05034528186751618,0.5291045282887861,0.04878743586311905,0.04880310706137898
0.051536999648394026,0.052815339965657494,0.051486778988123164,0.7926534648442051,0.05150741655362027
0.048148582623000785,0.8058908681440528,0.048335025146483114,0.04946759038952884,0.04815793369693449
0.04569339769445735,0.7443769061376694,0.11818713351838517,0.046101164632616744,0.045641398016871525
0.04684689492244625,0.04699114000206883,0.3026651145353281,0.5565998301350681,0.046897020405088655
0.7013082992180809,0.1422742767474656,0.05218771034789974,0.051980297616226606,0.0522494160703273
0.06699885655865337,0.7301784894182444,0.06770607315135321,0.06769262376913684,0.06742395710261223
0.05755762455478791,0.7708182384235891,0.057222946979950076,0.057184153669688736,0.057217036371984324
0.05153807461782596,0.05300013050999977,0.05145177935026982,0.7925739924572116,0.05143602306469282
0.04418480166580263,0.8187987979616924,0.046008303769307125,0.04682515116251983,0.04418294544067805
0.04750899783208906,0.8093058907978137,0.047698772402882686,0.04806457439614539,0.04742176457106935
0.044156165428305465,0.4829427450434097,0.044491574892334906,0.04439025093940874,0.38401926369654116
0.05352987207255632,0.786603642789011,0.05328522935903368,0.053215810672650375,0.05336544510674869
0.058592680333819695,0.058704252338615974,0.23871143918291193,0.5850928989910371,0.058898729153615256
0.0497588335861558,0.05005960816451122,0.049613110478591155,0.8004632186158109,0.05010522915493078
0.6625427808899844,0.04968798942288685,0.048493809321922064,0.1908343943109112,0.04844102605429526
0.04908404941181189,0.048904708371451916,0.8027184437182722,0.05026522525046222,0.04902757324800193
0.045492242118243625,0.44106838567510115,0.04551974244916145,0.4224296400091695,0.04548998974832423
0.04645871447527911,0.18900722409430423,0.08011137262899123,0.6377220723594624,0.04670061644196301
0.04786341223218933,0.4247651663060233,0.04810446529517779,0.4313604880647635,0.047906468101846005
0.04136258248486589,0.04158240623310036,0.04164284113674192,0.832976041880549,0.04243612826474285
0.06795995145928552,0.06803455194696222,0.0677881579009562,0.0683227069865607,0.7278946317062354
0.7925994277095275,0.05270216669444696,0.05162959984061513,0.0515221341258634,0.051546671629546945
0.04353052672232451,0.043416665121524166,0.04331739766665196,0.8264386777633276,0.0432967327261718
0.6008376284548255,0.2537796657369886,0.049654428138862415,0.05032167606673713,0.04540660160258635
0.8188685697323647,0.04389030448732613,0.044053199719140415,0.048896361437017324,0.044291564624151444
0.08300800463836659,0.6678971394839831,0.08299991758954275,0.08299690282376708,0.08309803546434041
0.08291426632689287,0.6679284976074852,0.08290200955410117,0.08335105967881579,0.082904166832705
0.8044419059682235,0.051208126696694625,0.048087773857449084,0.047699963974287364,0.04856222950334529
0.05498880230690078,0.7779501328865701,0.05626704872288,0.055797569430165866,0.0549964466534831
0.10000582838567097,0.10000338067446723,0.10000432180776463,0.10000375922843077,0.5999827099036664
0.0555646187818837,0.29131189767627724,0.055246154436650576,0.05520887980832619,0.5426684492968623
0.744632521878003,0.06433240577648236,0.06321069264233249,0.06452799635097009,0.063296383352212
0.049062504801159076,0.221998819657442,0.04888875777827295,0.048968710865538896,0.6310812068975872
0.045273389349952356,0.04978634774502367,0.04531496677848645,0.047599690913686384,0.8120256052128513
0.0501571744761601,0.800176073801411,0.04993054509488259,0.04975070201751633,0.04998550461002993
0.04598822194620889,0.8152672963754215,0.046242005644698915,0.04522312590134874,0.047279350132321825
0.044430779932320516,0.8209847505257789,0.04482177516528425,0.04533511951270488,0.04442757486391151
0.05553681691971309,0.4049639142069203,0.05539352319433526,0.05536549643371749,0.4287402492453138
0.043690145895159536,0.04551354931492769,0.8191452936431199,0.04570013469999518,0.045950876446797635
0.05611999233997478,0.6523134133931857,0.056074440646579585,0.05605598466653853,0.17943616895372136
0.8083562488591463,0.05038046380369133,0.0471301198660305,0.04710086760570581,0.04703229986542614
0.04507893682967696,0.6981574604355252,0.04517368297127181,0.16521277599443257,0.04637714376909352
0.10000909195022815,0.10000471823626123,0.10000602748842366,0.5998041064854124,0.10017605583967454
0.04530517695443397,0.8163070554502231,0.047106307004164516,0.04591177861020887,0.04536968198096953
0.04998103731661272,0.17037448517355322,0.6816566071202652,0.0502994294617434,0.0476884409278254
0.06466165226798362,0.06465398447537617,0.06465695211026387,0.06465516137222299,0.7413722497741534
0.27238961813342544,0.5826906548066626,0.048319101043609244,0.04825913571482944,0.04834149030147323
0.04931475265380191,0.802977695916084,0.04923857895784334,0.04922353154205957,0.04924544093021114
0.04738258325784536,0.8096010136082675,0.047346503216069945,0.04725434917479554,0.04841555074302166
0.05378670919435182,0.054109351084902155,0.49481605216195795,0.053783242940101186,0.3435046446186868
0.04492161009758438,0.045231086229451295,0.04453025638289663,0.6180007317434395,0.24731631554662808
