Topic,Low_Engagement_Avg,High_Engagement_Avg,Difference (High - Low)
Topic_0,0.10910444882992387,0.1353222835300313,0.02621783470010744
Topic_0,0.10910444882992387,0.1353222835300313,0.02621783470010744
Topic_0,0.10910444882992387,0.1353222835300313,0.02621783470010744
Topic_0,0.10910444882992387,0.1353222835300313,0.02621783470010744
Topic_0,0.10910444882992387,0.1353222835300313,0.02621783470010744
Topic_0,0.10910444882992387,0.1353222835300313,0.02621783470010744
Topic_0,0.10910444882992387,0.1353222835300313,0.02621783470010744
Topic_0,0.10910444882992387,0.1353222835300313,0.02621783470010744
Topic_0,0.10910444882992387,0.1353222835300313,0.02621783470010744
Topic_1,0.24051880348639448,0.29846633591502575,0.057947532428631265
Topic_1,0.24051880348639448,0.29846633591502575,0.057947532428631265
Topic_1,0.24051880348639448,0.29846633591502575,0.057947532428631265
Topic_1,0.24051880348639448,0.29846633591502575,0.057947532428631265
Topic_1,0.24051880348639448,0.29846633591502575,0.057947532428631265
Topic_1,0.24051880348639448,0.29846633591502575,0.057947532428631265
Topic_1,0.24051880348639448,0.29846633591502575,0.057947532428631265
Topic_1,0.24051880348639448,0.29846633591502575,0.057947532428631265
Topic_1,0.24051880348639448,0.29846633591502575,0.057947532428631265
Topic_2,0.16766328539857558,0.19465811065684502,0.026994825258269434
Topic_2,0.16766328539857558,0.19465811065684502,0.026994825258269434
Topic_2,0.16766328539857558,0.19465811065684502,0.026994825258269434
Topic_2,0.16766328539857558,0.19465811065684502,0.026994825258269434
Topic_2,0.16766328539857558,0.19465811065684502,0.026994825258269434
Topic_2,0.16766328539857558,0.19465811065684502,0.026994825258269434
Topic_2,0.16766328539857558,0.19465811065684502,0.026994825258269434
Topic_2,0.16766328539857558,0.19465811065684502,0.026994825258269434
Topic_2,0.16766328539857558,0.19465811065684502,0.026994825258269434
Topic_3,0.2797306478526209,0.1937178495791468,-0.0860127982734741
Topic_3,0.2797306478526209,0.1937178495791468,-0.0860127982734741
Topic_3,0.2797306478526209,0.1937178495791468,-0.0860127982734741
Topic_3,0.2797306478526209,0.1937178495791468,-0.0860127982734741
Topic_3,0.2797306478526209,0.1937178495791468,-0.0860127982734741
Topic_3,0.2797306478526209,0.1937178495791468,-0.0860127982734741
Topic_3,0.2797306478526209,0.1937178495791468,-0.0860127982734741
Topic_3,0.2797306478526209,0.1937178495791468,-0.0860127982734741
Topic_3,0.2797306478526209,0.1937178495791468,-0.0860127982734741
Topic_4,0.20298281443248514,0.17783542031895117,-0.025147394113533977
Topic_4,0.20298281443248514,0.17783542031895117,-0.025147394113533977
Topic_4,0.20298281443248514,0.17783542031895117,-0.025147394113533977
Topic_4,0.20298281443248514,0.17783542031895117,-0.025147394113533977
Topic_4,0.20298281443248514,0.17783542031895117,-0.025147394113533977
Topic_4,0.20298281443248514,0.17783542031895117,-0.025147394113533977
Topic_4,0.20298281443248514,0.17783542031895117,-0.025147394113533977
Topic_4,0.20298281443248514,0.17783542031895117,-0.025147394113533977
Topic_4,0.20298281443248514,0.17783542031895117,-0.025147394113533977
