Word,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
cleanliness,0.0004913519865571776,0.0015005501600776916,0.002283773534145215,0.0003171962714282873,0.0003869201199862307
cliff,0.0004912750990610728,0.00028527659614953197,0.00036453407741960736,0.00097332191514229,0.00038686556057082225
climbing,0.0018881839329375379,0.00028534953412699064,0.0003646391669804924,0.00045499183003429474,0.00038698398538676587
cloak,0.0004912884997426393,0.0002852792924685677,0.0003645404183685719,0.00031716636346134383,0.0013409367845550327
closeup,0.0004913393203130102,0.005797167772839422,0.0003727465147425986,0.0003188974477936305,0.0019113424668877714
clothing,0.0011369741783997997,0.0002879030854910866,0.0012041254108648644,0.0017340267884182207,0.00119503737256049
cloud,0.0004913511506035099,0.002475375780911683,0.001806302319087275,0.0032039119408594913,0.0003897013749015199
clownfish,0.0004912566088537876,0.0002853545915534228,0.00036452443296589715,0.00031715736017252655,0.0020681596988755555
cnidaria,0.0004912768146502665,0.00028528648283036753,0.00036453497995228844,0.00031716587034164083,0.0011233824638394595
coast,0.0010970822883101116,0.00028529729888854315,0.0003719665820737697,0.002515066842590851,0.00038690950872705723
coastal,0.0004912795585448825,0.00028527889399733214,0.0003645552430892289,0.000877697659616213,0.0003868760001806896
coat,0.0004913717283784285,0.0006186491269684778,0.0009146047499837203,0.00031720821211007064,0.0003869219252360001
cob,0.0004944380717234219,0.0002852871774210277,0.0007965424039922582,0.00031718262471295454,0.000386888646495602
cockpit,0.000491305348076901,0.0002852861390339714,0.00036455095816481474,0.0006475271521304234,0.00038688418133804825
collar,0.0014413340343279095,0.0002852711571836118,0.0003645251652078517,0.0003171593519099505,0.0003868541336051398
collection,0.0004913338969349308,0.001125315200182761,0.00036456651901634784,0.00031718637052571065,0.0003869019799722957
collie,0.0004912975559649695,0.0007446170720189014,0.0003645422479584061,0.00031716629026145546,0.0003868723934610657
colubrid,0.0004912974713152918,0.0002852831430795702,0.0003645463681350695,0.0003171710103014461,0.0011702676798786853
column,0.0009514866181214767,0.0002852751823478265,0.00036453526436009705,0.00031717799348910465,0.00038686563690801436
comet,0.001386714600574538,0.00028529720008191995,0.0003645689312584789,0.00035264897944679364,0.0003869043702790718
comfort,0.0005062486528025211,0.0002852734993481225,0.00573220114764162,0.000317159616148243,0.0003868609278499609
commercial,0.0011503535711344037,0.0002852933485401553,0.0013008068829966212,0.0003171824771803149,0.0003868903763436194
common,0.0004913203811776094,0.0002866986442413875,0.0019157155556894828,0.00031718004721659464,0.0019467320824182552
community,0.0004916051047808278,0.0003014430205576255,0.0003647576952876898,0.0010421108004163575,0.002624075618136625
composite,0.0004912704201506029,0.0013543665202307667,0.00036453196420533674,0.0003171617523419987,0.0003868653400205805
computer,0.0004913118396301489,0.0011177593162788155,0.00036453771325788197,0.0003171658872933868,0.00038686971196337706
concert,0.0004912684792902715,0.0002852729737918241,0.00036452998436898844,0.0011967147835336505,0.0003868610893837566
concrete,0.0004912775014393938,0.0002852777776949566,0.0003645408601406669,0.0003173172802180608,0.0008533394642990454
condominium,0.0004912704309686758,0.0002852739971037863,0.0017464041376688527,0.00031715953580395884,0.0003868625366600696
confetti,0.0004912884432746108,0.0002852795088100213,0.0003645408475665123,0.0007619089993278218,0.0003868732795557342
congestion,0.0004913106393708137,0.0005968898699147701,0.00036455244741612463,0.0003171760643195543,0.00038688615630303895
coniferous,0.0004912539599449584,0.0002852848046807067,0.00036452222411787377,0.0003187388533243526,0.0020900131722195367
conifers,0.0004913840620458215,0.00028567240850780576,0.0008601527107413733,0.00033356190023374607,0.0008607129200577702
constellation,0.0022256894311376814,0.00028526782923834695,0.0003645227731430641,0.0003179168166781959,0.00038685164876605565
construction,0.00049143393653417,0.0012622295836500054,0.00036462112601982937,0.000808612602812251,0.0003869659297072173
conversation,0.000491281737428757,0.000285277953765366,0.0011737862213999424,0.0003171641501947321,0.00038687175563584833
cookware,0.0004913280264669907,0.0019000138327530684,0.0003661525518465643,0.0003171889982991728,0.00038689700239352064
cooling,0.0004912780965760324,0.00028527697603136304,0.0009018401548886126,0.0003171651480558038,0.0003868665909309507
coraciiformes,0.0022985784468370933,0.0002852687893221465,0.00036452054615255966,0.0003171510179058389,0.00038685144667481266
coral,0.0004912515025452174,0.000285460599533141,0.00036452154967268397,0.00031742448288203955,0.005701694654406611
corals,0.0004912738828115644,0.00028527547820870086,0.00036453310450790293,0.00031716162166519,0.001246444912454064
corn,0.0004931829337787314,0.0002852751795446583,0.0016666927627447892,0.000317165067680319,0.000386865837881923
corona,0.001317780350961287,0.0002852763508504124,0.00036452580593489145,0.00031719301236099657,0.0003868538163610132
costume,0.0004913072590408536,0.0002858848371415993,0.0003645513371844431,0.0019504628699996407,0.005925209823963098
cottage,0.0004913685989370797,0.0007766043764571945,0.00036663768527545656,0.0007869058868094486,0.00038692083590185724
couture,0.0004912796008823547,0.0002852760723382097,0.0003645355504623823,0.0003171638241074601,0.000864481123205877
cover,0.0004913458172716865,0.0002853003926824101,0.00036457616663097706,0.0008587521578060898,0.0011159354122777987
cowboy,0.0004912877522690185,0.0002864626157107234,0.00036454154765091254,0.00031716742845292394,0.0013675452093032845
coyote,0.0004913205473837203,0.00029473792964696205,0.00036455131013781995,0.00031717445661360737,0.0019887189064596174
crew,0.002059145535177511,0.0002853347700200536,0.00036739534473670117,0.00036649262010308124,0.0003869792198837651
crocodile,0.0004912839129631086,0.00028695445225705826,0.00036453738220659657,0.0003171636855841876,0.0011116771642756481
crocodiles,0.0004912839129631086,0.00028695445225705826,0.00036453738220659657,0.0003171636855841876,0.0011116771642756481
crop,0.00464009195349802,0.0002855869736024199,0.0003645189424273302,0.0003171501123790808,0.0003868471479793207
crowd,0.001605878237847552,0.00028533528622697735,0.000903099216709274,0.0013899346634155753,0.0012156725341054913
crown,0.0004913091016352031,0.00028528681742031833,0.0003645528759564099,0.0011638284755546536,0.00038688755185862936
cruciferous,0.0004912835210108311,0.0002852800857699351,0.0003645397372675966,0.0007536200593705443,0.00038687129047983615
cruise,0.0004913153987106361,0.0006765949153122399,0.00036455440723231623,0.0003171771319923759,0.00038688809921224405
crustacean,0.0004912698099134892,0.00028527474363415097,0.0003645305489213921,0.0003171588352246167,0.0010309580302706005
cuisine,0.0004912935773423335,0.0006812450015047766,0.0003645479356576487,0.00031717963647835733,0.00038687857492255553
cumulus,0.0004913384653091043,0.0002883574017696819,0.0010281481934212408,0.0019039925584512188,0.0003869090791416191
